#x [fm] 	 y [fm] 	 ux 	 uy 	 gamma 
10.2611	-13.4183	0	-0.000239901	0.000239901
10.6557	-13.4183	3463.83	-7.08176e-09	3463.83
11.0504	-13.4183	-50339.5	7.47731e-09	50339.5
11.445	-13.4183	0	3.84241e-05	3.84241e-05
11.8397	-13.4183	50346.9	7.47731e-09	50346.9
12.2343	-13.4183	-18238	8.57302e-09	18238
12.629	-13.4183	0	3.10811e-05	3.10811e-05
13.0237	-13.4183	18212.8	8.57302e-09	18212.8
13.4183	-13.4183	0	0	0
-13.4183	-13.0237	0	0	0
-13.0237	-13.0237	0	0	0
-12.629	-13.0237	0	0	0
-12.2343	-13.0237	0	0	0
-11.8397	-13.0237	0	0	0
-11.445	-13.0237	0	0	0
-11.0504	-13.0237	0	0	0
-10.6557	-13.0237	0	0	0
-10.2611	-13.0237	0	0	0
-9.86641	-13.0237	0	0	0
-9.47175	-13.0237	0	0	0
-9.0771	-13.0237	0	0	0
-8.68244	-13.0237	0	0	0
-8.28778	-13.0237	0	0	0
-7.89313	-13.0237	0	0	0
-7.49847	-13.0237	0	0	0
-7.10381	-13.0237	0	0	0
-6.70916	-13.0237	0	0	0
-6.3145	-13.0237	0	0	0
-5.91985	-13.0237	0	0	0
-5.52519	-13.0237	0	0	0
-5.13053	-13.0237	0	0	0
-4.73588	-13.0237	0	0	0
-4.34122	-13.0237	0	0	0
-3.94656	-13.0237	0	0	0
-3.55191	-13.0237	0	0	0
-3.15725	-13.0237	0	0	0
-2.76259	-13.0237	0	0	0
-2.36794	-13.0237	0	0	0
-1.97328	-13.0237	0	0	0
-1.57863	-13.0237	0	0	0
-1.18397	-13.0237	0	0	0
-0.789313	-13.0237	0	0	0
-0.394656	-13.0237	0	0	0
0	-13.0237	0	0	0
0.394656	-13.0237	0	0	0
0.789313	-13.0237	-0.000169616	-4.81137e-13	0.000169616
1.18397	-13.0237	0	-5.85324e-05	5.85324e-05
1.57863	-13.0237	0.000169616	-4.81137e-13	0.000169616
1.97328	-13.0237	-0.00138905	-9.7921e-11	0.00138905
2.36794	-13.0237	0	0.00034947	0.00034947
2.76259	-13.0237	0.00138905	-9.7921e-11	0.00138905
3.15725	-13.0237	0	0	0
3.55191	-13.0237	0	0	0
3.94656	-13.0237	0	0	0
4.34122	-13.0237	0	0	0
4.73588	-13.0237	-0.101697	1.10471e-06	0.101697
5.13053	-13.0237	0	-0.000534815	0.000534815
5.52519	-13.0237	0.134063	1.10471e-06	0.134063
5.91985	-13.0237	-1917.78	1.27279e-08	1917.78
6.3145	-13.0237	0	-0.000125105	0.000125105
6.70916	-13.0237	1920.34	1.27279e-08	1920.34
7.10381	-13.0237	-5112.86	1.53621e-08	5112.86
7.49847	-13.0237	0	0.000158543	0.000158543
7.89313	-13.0237	5111.9	1.53621e-08	5111.9
8.28778	-13.0237	-0.423088	-1.05295e-05	0.423088
8.68244	-13.0237	-0.000124135	0.00112313	0.00112997
9.0771	-13.0237	0.000106359	-0.000750939	0.000758433
9.47175	-13.0237	0.521494	8.1928e-06	0.521494
9.86641	-13.0237	-6621.02	-1.60296e-08	6621.02
10.2611	-13.0237	0	-0.000118038	0.000118038
10.6557	-13.0237	6643.58	-1.60296e-08	6643.58
11.0504	-13.0237	-45112	8.7499e-09	45112
11.445	-13.0237	0	3.91494e-05	3.91494e-05
11.8397	-13.0237	45116.2	8.7499e-09	45116.2
12.2343	-13.0237	-15053.7	1.1222e-08	15053.7
12.629	-13.0237	0	4.46782e-05	4.46782e-05
13.0237	-13.0237	15031.1	1.1222e-08	15031.1
13.4183	-13.0237	0	0	0
-13.4183	-12.629	0	0	0
-13.0237	-12.629	0	0	0
-12.629	-12.629	0	0	0
-12.2343	-12.629	0	0	0
-11.8397	-12.629	0	0	0
-11.445	-12.629	0	0	0
-11.0504	-12.629	0	0	0
-10.6557	-12.629	0	0	0
-10.2611	-12.629	0	0	0
-9.86641	-12.629	0	0	0
-9.47175	-12.629	0	0	0
-9.0771	-12.629	0	0	0
-8.68244	-12.629	0	0	0
-8.28778	-12.629	0	0	0
-7.89313	-12.629	0	0	0
-7.49847	-12.629	0	0	0
-7.10381	-12.629	0	0	0
-6.70916	-12.629	0	0	0
-6.3145	-12.629	0	0	0
-5.91985	-12.629	0	0	0
-5.52519	-12.629	0	0	0
-5.13053	-12.629	0	0	0
-4.73588	-12.629	0	0	0
-4.34122	-12.629	0	0	0
-3.94656	-12.629	0	0	0
-3.55191	-12.629	0	0	0
-3.15725	-12.629	0	0	0
-2.76259	-12.629	0	0	0
-2.36794	-12.629	0	0	0
-1.97328	-12.629	0	0	0
-1.57863	-12.629	0	0	0
-1.18397	-12.629	0	0	0
-0.789313	-12.629	0	0	0
-0.394656	-12.629	0	0	0
0	-12.629	0	0	0
0.394656	-12.629	0	0	0
0.789313	-12.629	-0.000229053	-1.11211e-13	0.000229053
1.18397	-12.629	0	-1.3387e-05	1.3387e-05
1.57863	-12.629	0.000229053	-1.11211e-13	0.000229053
1.97328	-12.629	-0.000215949	3.73529e-12	0.000215949
2.36794	-12.629	0	0.000444007	0.000444007
2.76259	-12.629	0.000215949	3.73529e-12	0.000215949
3.15725	-12.629	0	0	0
3.55191	-12.629	0	0	0
3.94656	-12.629	0	0	0
4.34122	-12.629	0	0	0
4.73588	-12.629	-0.544111	2.47671e-05	0.544111
5.13053	-12.629	0	-0.000556363	0.000556363
5.52519	-12.629	0.793903	2.47671e-05	0.793903
5.91985	-12.629	-2782.41	1.10354e-09	2782.41
6.3145	-12.629	0	-8.84221e-05	8.84221e-05
6.70916	-12.629	2783.54	1.10354e-09	2783.54
7.10381	-12.629	-2264.01	-1.62843e-08	2264.01
7.49847	-12.629	0	0.00027501	0.00027501
7.89313	-12.629	2262.62	-1.62843e-08	2262.62
8.28778	-12.629	-0.0246932	-8.28571e-08	0.0246932
8.68244	-12.629	-0.00927472	0.00128261	0.00936299
9.0771	-12.629	1.56931e-06	-0.000792102	0.000792103
9.47175	-12.629	4.1444	0.0001531	4.1444
9.86641	-12.629	-10555.3	-1.42366e-08	10555.3
10.2611	-12.629	0	-7.0494e-05	7.0494e-05
10.6557	-12.629	10574.7	-1.42366e-08	10574.7
11.0504	-12.629	-38884	8.95055e-09	38884
11.445	-12.629	0	3.45092e-05	3.45092e-05
11.8397	-12.629	38884.1	8.95055e-09	38884.1
12.2343	-12.629	-10858.6	1.52832e-08	10858.6
12.629	-12.629	0	7.43051e-05	7.43051e-05
13.0237	-12.629	10839.2	1.52832e-08	10839.2
13.4183	-12.629	0	0	0
-13.4183	-12.2343	0	0	0
-13.0237	-12.2343	0	0	0
-12.629	-12.2343	0	0	0
-12.2343	-12.2343	0	0	0
-11.8397	-12.2343	0	0	0
-11.445	-12.2343	0	0	0
-11.0504	-12.2343	0	0	0
-10.6557	-12.2343	0	0	0
-10.2611	-12.2343	0	0	0
-9.86641	-12.2343	0	0	0
-9.47175	-12.2343	0	0	0
-9.0771	-12.2343	0	0	0
-8.68244	-12.2343	0	0	0
-8.28778	-12.2343	0	0	0
-7.89313	-12.2343	0	0	0
-7.49847	-12.2343	0	0	0
-7.10381	-12.2343	0	0	0
-6.70916	-12.2343	0	0	0
-6.3145	-12.2343	0	0	0
-5.91985	-12.2343	0	0	0
-5.52519	-12.2343	0	0	0
-5.13053	-12.2343	0	0	0
-4.73588	-12.2343	0	0	0
-4.34122	-12.2343	0	0	0
-3.94656	-12.2343	0	0	0
-3.55191	-12.2343	0	0	0
-3.15725	-12.2343	0	0	0
-2.76259	-12.2343	0	0	0
-2.36794	-12.2343	0	0	0
-1.97328	-12.2343	0	0	0
-1.57863	-12.2343	0	0	0
-1.18397	-12.2343	0	0	0
-0.789313	-12.2343	0	0	0
-0.394656	-12.2343	0	0	0
0	-12.2343	0	0	0
0.394656	-12.2343	0	0	0
0.789313	-12.2343	-0.000213226	2.63165e-13	0.000213226
1.18397	-12.2343	0	3.12336e-05	3.12336e-05
1.57863	-12.2343	0.000213226	2.63165e-13	0.000213226
1.97328	-12.2343	0	0	0
2.36794	-12.2343	0	0.000215949	0.000215949
2.76259	-12.2343	0	0	0
3.15725	-12.2343	0	0	0
3.55191	-12.2343	0	0	0
3.94656	-12.2343	0	0	0
4.34122	-12.2343	0	0	0
4.73588	-12.2343	-2.2304	0.000122526	2.2304
5.13053	-12.2343	0	-0.000523582	0.000523582
5.52519	-12.2343	3.44207	0.000122526	3.44207
5.91985	-12.2343	-3717.31	-2.6181e-09	3717.31
6.3145	-12.2343	0	-5.98203e-05	5.98203e-05
6.70916	-12.2343	3717.7	-2.6181e-09	3717.7
7.10381	-12.2343	-790.141	-2.16553e-07	790.141
7.49847	-12.2343	0	0.000475443	0.000475443
7.89313	-12.2343	788.283	-2.16553e-07	788.283
8.28778	-12.2343	-0.00113745	-2.03676e-10	0.00113745
8.68244	-12.2343	-0.840005	0.00224095	0.840008
9.0771	-12.2343	1.84369e-08	-0.000772076	0.000772076
9.47175	-12.2343	12.8908	8.99603e-05	12.8908
9.86641	-12.2343	-14215.8	-9.96844e-09	14215.8
10.2611	-12.2343	0	-4.09288e-05	4.09288e-05
10.6557	-12.2343	14233	-9.96844e-09	14233
11.0504	-12.2343	-34398.8	6.19978e-09	34398.8
11.445	-12.2343	0	2.19644e-05	2.19644e-05
11.8397	-12.2343	34395	6.19978e-09	34395
12.2343	-12.2343	-6776.91	1.63139e-08	6776.91
12.629	-12.2343	0	0.000117524	0.000117524
13.0237	-12.2343	6759.71	1.63139e-08	6759.71
13.4183	-12.2343	0	0	0
-13.4183	-11.8397	0	0	0
-13.0237	-11.8397	0	0	0
-12.629	-11.8397	0	0	0
-12.2343	-11.8397	0	0	0
-11.8397	-11.8397	0	0	0
-11.445	-11.8397	0	0	0
-11.0504	-11.8397	0	0	0
-10.6557	-11.8397	0	0	0
-10.2611	-11.8397	0	0	0
-9.86641	-11.8397	0	0	0
-9.47175	-11.8397	0	0	0
-9.0771	-11.8397	0	0	0
-8.68244	-11.8397	0	0	0
-8.28778	-11.8397	0	0	0
-7.89313	-11.8397	0	0	0
-7.49847	-11.8397	0	0	0
-7.10381	-11.8397	0	0	0
-6.70916	-11.8397	0	0	0
-6.3145	-11.8397	0	0	0
-5.91985	-11.8397	0	0	0
-5.52519	-11.8397	0	0	0
-5.13053	-11.8397	0	0	0
-4.73588	-11.8397	0	0	0
-4.34122	-11.8397	0	0	0
-3.94656	-11.8397	0	0	0
-3.55191	-11.8397	0	0	0
-3.15725	-11.8397	0	0	0
-2.76259	-11.8397	0	0	0
-2.36794	-11.8397	0	0	0
-1.97328	-11.8397	0	0	0
-1.57863	-11.8397	0	0	0
-1.18397	-11.8397	0	0	0
-0.789313	-11.8397	0	0	0
-0.394656	-11.8397	0	0	0
0	-11.8397	0	0	0
0.394656	-11.8397	0	0	0
0.789313	-11.8397	-0.000132179	5.78477e-13	0.000132179
1.18397	-11.8397	0	7.79519e-05	7.79519e-05
1.57863	-11.8397	0.000132179	5.78477e-13	0.000132179
1.97328	-11.8397	0	0	0
2.36794	-11.8397	0	0	0
2.76259	-11.8397	0	0	0
3.15725	-11.8397	0	0	0
3.55191	-11.8397	0	0	0
3.94656	-11.8397	0	0	0
4.34122	-11.8397	0	0	0
4.73588	-11.8397	-6.04727	5.45151e-05	6.04727
5.13053	-11.8397	0	-0.000463821	0.000463821
5.52519	-11.8397	8.21261	5.45151e-05	8.21261
5.91985	-11.8397	-4532.29	-2.30554e-09	4532.29
6.3145	-11.8397	0	-2.96863e-05	2.96863e-05
6.70916	-11.8397	4532.4	-2.30554e-09	4532.4
7.10381	-11.8397	-217.998	-1.44436e-06	217.998
7.49847	-11.8397	0	0.000692203	0.000692203
7.89313	-11.8397	215.732	-1.44436e-06	215.732
8.28778	-11.8397	0	0	0
8.68244	-11.8397	-23.3934	0.000554493	23.3934
9.0771	-11.8397	1.43737e-11	-0.000687303	0.000687303
9.47175	-11.8397	31.8182	1.63577e-05	31.8182
9.86641	-11.8397	-16882	-6.43751e-09	16882
10.2611	-11.8397	0	-2.41568e-05	2.41568e-05
10.6557	-11.8397	16898	-6.43751e-09	16898
11.0504	-11.8397	-31999.5	3.79104e-09	31999.5
11.445	-11.8397	0	1.29892e-05	1.29892e-05
11.8397	-11.8397	31992.8	3.79104e-09	31992.8
12.2343	-11.8397	-3583.44	6.80577e-09	3583.44
12.629	-11.8397	0	0.000187411	0.000187411
13.0237	-11.8397	3567.45	6.80577e-09	3567.45
13.4183	-11.8397	0	0	0
-13.4183	-11.445	0	0	0
-13.0237	-11.445	0	0	0
-12.629	-11.445	0	0	0
-12.2343	-11.445	0	0	0
-11.8397	-11.445	0	0	0
-11.445	-11.445	0	0	0
-11.0504	-11.445	0	0	0
-10.6557	-11.445	0	0	0
-10.2611	-11.445	0	0	0
-9.86641	-11.445	0	0	0
-9.47175	-11.445	0	0	0
-9.0771	-11.445	0	0	0
-8.68244	-11.445	0	0	0
-8.28778	-11.445	0	0	0
-7.89313	-11.445	0	0	0
-7.49847	-11.445	0	0	0
-7.10381	-11.445	0	0	0
-6.70916	-11.445	0	0	0
-6.3145	-11.445	0	0	0
-5.91985	-11.445	0	0	0
-5.52519	-11.445	0	0	0
-5.13053	-11.445	0	0	0
-4.73588	-11.445	0	0	0
-4.34122	-11.445	0	0	0
-3.94656	-11.445	0	0	0
-3.55191	-11.445	0	0	0
-3.15725	-11.445	0	0	0
-2.76259	-11.445	0	0	0
-2.36794	-11.445	0	0	0
-1.97328	-11.445	0	0	0
-1.57863	-11.445	0	0	0
-1.18397	-11.445	0	0	0
-0.789313	-11.445	0	0	0
-0.394656	-11.445	0	0	0
0	-11.445	0	0	0
0.394656	-11.445	0	0	0
0.789313	-11.445	-3.37186e-05	2.55381e-13	3.37186e-05
1.18397	-11.445	0	9.9208e-05	9.9208e-05
1.57863	-11.445	3.37186e-05	2.55381e-13	3.37186e-05
1.97328	-11.445	0	0	0
2.36794	-11.445	0	0	0
2.76259	-11.445	0	0	0
3.15725	-11.445	0	0	0
3.55191	-11.445	0	0	0
3.94656	-11.445	0	0	0
4.34122	-11.445	0	0	0
4.73588	-11.445	-15.2916	1.52628e-05	15.2916
5.13053	-11.445	0	-0.000394153	0.000394153
5.52519	-11.445	17.6941	1.52628e-05	17.6941
5.91985	-11.445	-4830.68	5.12492e-10	4830.68
6.3145	-11.445	0	5.82631e-06	5.82631e-06
6.70916	-11.445	4830.7	5.12492e-10	4830.7
7.10381	-11.445	-49.4526	-9.73805e-06	49.4526
7.49847	-11.445	-8.53696e-14	0.000887778	0.000887778
7.89313	-11.445	47.0386	-1.21458e-05	47.0386
8.28778	-11.445	0	0	0
8.68244	-11.445	-85.6589	3.22386e-06	85.6589
9.0771	-11.445	0	-0.000564138	0.000564138
9.47175	-11.445	95.0431	3.22386e-06	95.0431
9.86641	-11.445	-18767.7	-5.04669e-09	18767.7
10.2611	-11.445	0	-1.80686e-05	1.80686e-05
10.6557	-11.445	18782.9	-5.04669e-09	18782.9
11.0504	-11.445	-30373.5	3.41608e-09	30373.5
11.445	-11.445	0	1.15089e-05	1.15089e-05
11.8397	-11.445	30364.9	3.41608e-09	30364.9
12.2343	-11.445	-1568.29	-5.02893e-08	1568.29
12.629	-11.445	-1.16582e-11	0.000305947	0.000305947
13.0237	-11.445	1553.1	-0.000620961	1553.1
13.4183	-11.445	0	0	0
-13.4183	-11.0504	0	0	0
-13.0237	-11.0504	0	0	0
-12.629	-11.0504	0	0	0
-12.2343	-11.0504	0	0	0
-11.8397	-11.0504	0	0	0
-11.445	-11.0504	0	0	0
-11.0504	-11.0504	0	0	0
-10.6557	-11.0504	0	0	0
-10.2611	-11.0504	0	0	0
-9.86641	-11.0504	0	0	0
-9.47175	-11.0504	0	0	0
-9.0771	-11.0504	0	0	0
-8.68244	-11.0504	0	0	0
-8.28778	-11.0504	0	0	0
-7.89313	-11.0504	0	0	0
-7.49847	-11.0504	0	0	0
-7.10381	-11.0504	0	0	0
-6.70916	-11.0504	0	0	0
-6.3145	-11.0504	0	0	0
-5.91985	-11.0504	0	0	0
-5.52519	-11.0504	0	0	0
-5.13053	-11.0504	0	0	0
-4.73588	-11.0504	0	0	0
-4.34122	-11.0504	0	0	0
-3.94656	-11.0504	0	0	0
-3.55191	-11.0504	0	0	0
-3.15725	-11.0504	0	0	0
-2.76259	-11.0504	0	0	0
-2.36794	-11.0504	0	0	0
-1.97328	-11.0504	0	0	0
-1.57863	-11.0504	0	0	0
-1.18397	-11.0504	0	0	0
-0.789313	-11.0504	0	0	0
-0.394656	-11.0504	0	0	0
0	-11.0504	0	0	0
0.394656	-11.0504	0	0	0
0.789313	-11.0504	0	0	0
1.18397	-11.0504	0	3.37186e-05	3.37186e-05
1.57863	-11.0504	0	0	0
1.97328	-11.0504	0	0	0
2.36794	-11.0504	0	0	0
2.76259	-11.0504	0	0	0
3.15725	-11.0504	0	0	0
3.55191	-11.0504	0	0	0
3.94656	-11.0504	0	-0.000133811	0.000133811
4.34122	-11.0504	0	0	0
4.73588	-11.0504	-35.6059	4.91474e-06	35.6059
5.13053	-11.0504	0	-0.000329944	0.000329944
5.52519	-11.0504	37.7517	4.91474e-06	37.7517
5.91985	-11.0504	-4295.61	3.42471e-09	4295.61
6.3145	-11.0504	0	4.97854e-05	4.97854e-05
6.70916	-11.0504	4295.6	3.42471e-09	4295.6
7.10381	-11.0504	-11.1362	-7.57055e-05	11.1362
7.49847	-11.0504	-7.77664e-11	0.00104535	0.00104535
7.89313	-11.0504	8.69368	-0.000737105	8.69368
8.28778	-11.0504	4.83838e-06	-4.13462e-13	4.83838e-06
8.68244	-11.0504	-261.717	7.18685e-07	261.717
9.0771	-11.0504	0	-0.000426838	0.000426838
9.47175	-11.0504	272.069	7.18685e-07	272.069
9.86641	-11.0504	-20700.9	-6.12123e-09	20700.9
10.2611	-11.0504	0	-2.11433e-05	2.11433e-05
10.6557	-11.0504	20715	-6.12123e-09	20715
11.0504	-11.0504	-28488.2	4.43357e-09	28488.2
11.445	-11.0504	0	1.47458e-05	1.47458e-05
11.8397	-11.0504	28478.1	4.43357e-09	28478.1
12.2343	-11.0504	-560.529	-3.52978e-07	560.529
12.629	-11.0504	-2.0932e-10	0.000482505	0.000482505
13.0237	-11.0504	42.6753	-0.000931498	42.6753
13.4183	-11.0504	0.00251606	1.37961e-09	0.00251606
-13.4183	-10.6557	0	0	0
-13.0237	-10.6557	0	0	0
-12.629	-10.6557	0	0	0
-12.2343	-10.6557	0	0	0
-11.8397	-10.6557	0	0	0
-11.445	-10.6557	0	0	0
-11.0504	-10.6557	0	0	0
-10.6557	-10.6557	0	0	0
-10.2611	-10.6557	0	0	0
-9.86641	-10.6557	0	0	0
-9.47175	-10.6557	0	0	0
-9.0771	-10.6557	0	0	0
-8.68244	-10.6557	0	0	0
-8.28778	-10.6557	0	0	0
-7.89313	-10.6557	0	0	0
-7.49847	-10.6557	0	0	0
-7.10381	-10.6557	0	0	0
-6.70916	-10.6557	0	0	0
-6.3145	-10.6557	0	0	0
-5.91985	-10.6557	0	0	0
-5.52519	-10.6557	0	0	0
-5.13053	-10.6557	0	0	0
-4.73588	-10.6557	0	0	0
-4.34122	-10.6557	0	0	0
-3.94656	-10.6557	0	0	0
-3.55191	-10.6557	0	0	0
-3.15725	-10.6557	0	0	0
-2.76259	-10.6557	0	0	0
-2.36794	-10.6557	0	0	0
-1.97328	-10.6557	0	0	0
-1.57863	-10.6557	0	0	0
-1.18397	-10.6557	0	0	0
-0.789313	-10.6557	0	0	0
-0.394656	-10.6557	0	0	0
0	-10.6557	0	0	0
0.394656	-10.6557	0	0	0
0.789313	-10.6557	0	0	0
1.18397	-10.6557	0	0	0
1.57863	-10.6557	0	0	0
1.97328	-10.6557	0	0	0
2.36794	-10.6557	0	0	0
2.76259	-10.6557	0	0	0
3.15725	-10.6557	0	0	0
3.55191	-10.6557	-0.000133811	-4.94368e-12	0.000133811
3.94656	-10.6557	0	-0.000662002	0.000662002
4.34122	-10.6557	0.000135412	-4.94368e-12	0.000135412
4.73588	-10.6557	-73.5022	1.88746e-06	73.5022
5.13053	-10.6557	0	-0.000279755	0.000279755
5.52519	-10.6557	75.044	1.88746e-06	75.044
5.91985	-10.6557	-3084.96	9.46853e-10	3084.96
6.3145	-10.6557	0	0.000109622	0.000109622
6.70916	-10.6557	3084.92	9.46853e-10	3084.92
7.10381	-10.6557	-2.6642	-0.000241616	2.6642
7.49847	-10.6557	-8.54447e-08	0.00112291	0.00112291
7.89313	-10.6557	0.160052	-0.00102853	0.160056
8.28778	-10.6557	0.00125473	1.66186e-10	0.00125473
8.68244	-10.6557	-643.37	1.72659e-07	643.37
9.0771	-10.6557	0	-0.000292509	0.000292509
9.47175	-10.6557	655.223	1.72659e-07	655.223
9.86641	-10.6557	-23701.3	-9.39088e-09	23701.3
10.2611	-10.6557	0	-3.13668e-05	3.13668e-05
10.6557	-10.6557	23714	-9.39088e-09	23714
11.0504	-10.6557	-25996.1	6.37964e-09	25996.1
11.445	-10.6557	0	2.11166e-05	2.11166e-05
11.8397	-10.6557	25984.3	6.37964e-09	25984.3
12.2343	-10.6557	-166.56	-2.0442e-06	166.56
12.629	-10.6557	-1.37401e-08	0.000671179	0.000671179
13.0237	-10.6557	1.37242	-0.00260981	1.37242
13.4183	-10.6557	0.0429289	4.68144e-07	0.0429289
-13.4183	-10.2611	0	0	0
-13.0237	-10.2611	0	0	0
-12.629	-10.2611	0	0	0
-12.2343	-10.2611	0	0	0
-11.8397	-10.2611	0	0	0
-11.445	-10.2611	0	0	0
-11.0504	-10.2611	0	0	0
-10.6557	-10.2611	0	0	0
-10.2611	-10.2611	0	0	0
-9.86641	-10.2611	0	0	0
-9.47175	-10.2611	0	0	0
-9.0771	-10.2611	0	0	0
-8.68244	-10.2611	0	0	0
-8.28778	-10.2611	0	0	0
-7.89313	-10.2611	0	0	0
-7.49847	-10.2611	0	0	0
-7.10381	-10.2611	0	0	0
-6.70916	-10.2611	0	0	0
-6.3145	-10.2611	0	0	0
-5.91985	-10.2611	0	0	0
-5.52519	-10.2611	0	0	0
-5.13053	-10.2611	0	0	0
-4.73588	-10.2611	0	0	0
-4.34122	-10.2611	0	0	0
-3.94656	-10.2611	0	0	0
-3.55191	-10.2611	0	0	0
-3.15725	-10.2611	0	0	0
-2.76259	-10.2611	0	0	0
-2.36794	-10.2611	0	0	0
-1.97328	-10.2611	0	0	0
-1.57863	-10.2611	0	0	0
-1.18397	-10.2611	0	0	0
-0.789313	-10.2611	0	0	0
-0.394656	-10.2611	0	0	0
0	-10.2611	0	0	0
0.394656	-10.2611	0	0	0
0.789313	-10.2611	0	0	0
1.18397	-10.2611	0	0	0
1.57863	-10.2611	0	0	0
1.97328	-10.2611	0	0	0
2.36794	-10.2611	0	0	0
2.76259	-10.2611	0	0	0
3.15725	-10.2611	0	0	0
3.55191	-10.2611	-0.0015351	2.09063e-10	0.0015351
3.94656	-10.2611	0	-0.000587823	0.000587823
4.34122	-10.2611	0.00156968	2.09063e-10	0.00156968
4.73588	-10.2611	-137.096	8.25685e-07	137.096
5.13053	-10.2611	0	-0.000240772	0.000240772
5.52519	-10.2611	137.974	8.25685e-07	137.974
5.91985	-10.2611	-1757.11	-2.52935e-08	1757.11
6.3145	-10.2611	0	0.000200001	0.000200001
6.70916	-10.2611	1757.04	-2.52935e-08	1757.04
7.10381	-10.2611	-0.252997	-7.7723e-06	0.252997
7.49847	-10.2611	-6.837e-06	0.00110653	0.00110655
7.89313	-10.2611	0.00165021	-0.000801118	0.00183439
8.28778	-10.2611	0.0144592	2.26836e-08	0.0144592
8.68244	-10.2611	-1263.81	4.18158e-08	1263.81
9.0771	-10.2611	0	-0.000176375	0.000176375
9.47175	-10.2611	1278.29	4.18158e-08	1278.29
9.86641	-10.2611	-28957.1	-1.32868e-08	28957.1
10.2611	-10.2611	0	-4.43041e-05	4.43041e-05
10.6557	-10.2611	28967.8	-1.32868e-08	28967.8
11.0504	-10.2611	-22544.9	9.67008e-09	22544.9
11.445	-10.2611	0	3.26253e-05	3.26253e-05
11.8397	-10.2611	22530.5	9.67008e-09	22530.5
12.2343	-10.2611	-46.196	-1.28553e-05	46.196
12.629	-10.2611	-7.73682e-07	0.000844295	0.000844296
13.0237	-10.2611	0.028926	-0.00112957	0.028948
13.4183	-10.2611	0.536147	5.32397e-05	0.536147
-13.4183	-9.86641	0	0	0
-13.0237	-9.86641	0	0	0
-12.629	-9.86641	0	0	0
-12.2343	-9.86641	0	0	0
-11.8397	-9.86641	0	0	0
-11.445	-9.86641	0	0	0
-11.0504	-9.86641	0	0	0
-10.6557	-9.86641	0	0	0
-10.2611	-9.86641	0	0	0
-9.86641	-9.86641	0	0	0
-9.47175	-9.86641	0	0	0
-9.0771	-9.86641	0	0	0
-8.68244	-9.86641	0	0	0
-8.28778	-9.86641	0	0	0
-7.89313	-9.86641	0	0	0
-7.49847	-9.86641	0	0	0
-7.10381	-9.86641	0	0	0
-6.70916	-9.86641	0	0	0
-6.3145	-9.86641	0	0	0
-5.91985	-9.86641	0	0	0
-5.52519	-9.86641	0	0	0
